task_uuid,request_id,src_path,scene,seat,date,task_name,tags,steps,duration,modality,actor,gender,height,weight,age,nationality,origin,status,track,PATH_PREFIX,match
953df952-d3f5-4949-8a89-2dfe88d4ab9b,805_60,square04/20260124/805_60_1520606514,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",15.083,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_60,0
925c99fa-a4dd-42b2-8415-d908e2ed267b,805_61,square04/20260124/805_61_1520606538,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",12.499,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_61,0
bb82bf06-a1fd-43bb-8d16-17e3eced9d6f,805_62,square04/20260124/805_62_1520606557,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",10.584,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_62,0
c6df8b12-af4b-4ce0-a3fa-81326e5c5987,805_63,square04/20260124/805_63_1520606574,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",14.42,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_63,0
b68866d9-496b-4ec6-b92c-7c2455083925,805_64,square04/20260124/805_64_1520606601,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",13.169,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_64,0
2600a0ad-deac-461c-bf76-52ee9a90bd84,805_65,square04/20260124/805_65_1520606623,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",19.451,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_65,0
d2d76422-6b72-4fda-b8bf-c6c0f083ccf6,805_66,square04/20260124/805_66_1520606653,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",16.337,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_66,0
dab120ab-a0cf-4fa2-bd57-afbd0d140862,805_67,square04/20260124/805_67_1520606677,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",13.21,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_67,0
6e59f1fb-9624-4892-90fe-c170b7fcebc4,805_68,square04/20260124/805_68_1520606697,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",12.736,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_68,0
63ee971c-99e7-492c-801d-041f1c73f86e,805_69,square04/20260124/805_69_1520606741,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",10.731,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_69,0
8033da4d-70e8-4150-94d4-05d3356225f2,805_70,square04/20260124/805_70_1520606775,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",14.457,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_70,0
1a522781-8cb4-49ae-8467-c07ebfb1fe66,805_71,square04/20260124/805_71_1520606797,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",11.366,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_71,0
29a27f89-e0d2-4e67-98b6-72ff9a90144e,805_72,square04/20260124/805_72_1520606816,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",18.048,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_72,0
e4d6de44-757d-4c52-87fd-7a90a38c3e18,805_73,square04/20260124/805_73_1520606841,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",13.575,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_73,0
75ffb620-138d-449f-9716-b05966fe5de6,805_74,square04/20260124/805_74_1520606862,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",12.667,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_74,0
dc50fdb1-f8d5-47c0-906d-5385ac49157b,805_75,square04/20260124/805_75_1520606889,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",10.221,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_75,0
9461315f-4b10-4087-85d0-95ea031a7de4,805_76,square04/20260124/805_76_1520606910,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",12.226,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_76,0
589a98db-121a-4ff0-a3e7-e3ce203ba1ab,805_77,square04/20260124/805_77_1520606929,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",11.472,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_77,0
13b9581d-60c1-4482-9627-f7c48f59b9f8,805_78,square04/20260124/805_78_1520606947,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",11.768,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_78,0
b5310c82-26d6-4ecf-963b-c1869bed271c,805_79,square04/20260124/805_79_1520606965,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",10.897,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_79,0
867c26ba-a479-41d9-849f-aab4309fbad7,805_80,square04/20260124/805_80_1520606982,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",11.464,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_80,0
b72f6ffb-11e9-4f55-94d5-c26ec9f8ecd5,805_81,square04/20260124/805_81_1520606999,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",11.859,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_81,0
17216026-34e2-4d19-ab5b-6fe29e942240,805_82,square04/20260124/805_82_1520607018,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",9.785,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_82,0
e7a76119-a5e8-402d-b021-392c68ba1f0b,805_83,square04/20260124/805_83_1520607034,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",12.4,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_83,0
89bed86d-8bc8-4c5f-a369-92c8780ad94e,805_84,square04/20260124/805_84_1520607054,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",13.46,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_84,0
2ccbe447-eff0-4040-9fa6-a37700f18557,805_85,square04/20260124/805_85_1520607074,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",13.313,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_85,0
7a0914ab-7629-44fc-b482-546dd3ab9ddd,805_86,square04/20260124/805_86_1520607095,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",12.987,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_86,0
a66aea26-fa01-4a58-9a5f-6ef27d5d8594,805_87,square04/20260124/805_87_1520607122,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",10.813,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_87,0
6bc57b4f-b2b3-4cb2-89a7-d5f8dbf44f8a,805_88,square04/20260124/805_88_1520607141,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",14.621,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_88,0
4c264865-db83-4b64-be0f-8de926540c58,805_89,square04/20260124/805_89_1520607169,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",4.558,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_89,0
0b9ea879-864e-4451-ac2a-ddb14287391a,805_90,square04/20260124/805_90_1520607185,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",13.463,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_90,0
2c1c6fae-aa66-4f11-9607-498ff1002964,805_91,square04/20260124/805_91_1520607206,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",12.769,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_91,0
0f7ec764-57ca-4e03-ac2a-1b8615327bed,805_92,square04/20260124/805_92_1520607228,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",11.745,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_92,0
c4121885-f5aa-4e0f-b24f-c1443535b6c9,805_93,square04/20260124/805_93_1520607248,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",15.491,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_93,0
9b651310-ea16-4356-ac7f-c34e60fe56fd,805_94,square04/20260124/805_94_1520607272,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",12.056,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,175.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_94,0
8a01f354-7f21-4a1f-9569-dd8780338a63,805_95,square04/20260124/805_95_1520628431,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",10.926,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,180.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_95,square04/20260124/805_95
b0178b33-4f40-4734-b25d-7c8b385839c2,805_96,square04/20260124/805_96_1520628446,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",11.181,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,180.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_96,0
4356672a-798e-400e-88ee-f7e6fb0d3816,805_97,square04/20260124/805_97_1520628473,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",10.697,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,180.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_97,0
a6f3dcd6-6f64-463c-b93f-2a57d83cb9db,805_98,square04/20260124/805_98_1520628489,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",12.602,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,180.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_98,0
dff1b218-87c8-4918-833f-f28a6f8fb141,805_99,square04/20260124/805_99_1520628507,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",12.045,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,180.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_99,0
e5bfc7aa-d15f-4af4-9e07-0be60e32bb71,805_100,square04/20260124/805_100_1520628526,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",10.217,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,180.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_100,0
d82d42bf-13f4-4a6b-9c7d-dc5076e7873a,805_101,square04/20260124/805_101_1520628541,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",10.722,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,180.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_101,0
f53e465b-af20-4dbf-aa43-7cfbe1881dff,805_102,square04/20260124/805_102_1520628558,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",11.101,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,180.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_102,square04/20260124/805_102
eac38318-30f2-4729-a3f4-b1a468ff23a0,805_103,square04/20260124/805_103_1520628575,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",11.526,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,180.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_103,0
48ac7e8b-b48c-450c-86d6-e8d31651d1dd,805_104,square04/20260124/805_104_1520628592,ITF,square04,2026/1/24,"将""小碗""从桌面放入""篮子""中",左手抓放-带tracker-高度100CM-距离15CM-放入-篮子右侧,"演员呈现初始状态|低头查看""小碗""|使用操作指定的手，抓取并抓紧""小碗""|转头看向""小碗""将要放置的篮子|将""小碗""放置在篮子内|确定放稳""小碗""后，松手并恢复到初始姿态",12.933,6dof-bodywithfingers|6dof-items|vision-ego|vision-side|depth-ego|depth-side|hand-pressure,,male,180.0,60.0,25.0,CN,nr,1,1,square04/20260124/805_104,0
