id,tags,name,items,steps,hints,count,done_count,seat,scene,due,enable,desc
2011,右手抓起左前方长柄刷子|放置在右侧置物架|桌子高度100CM|桌子距离25CM,右手抓起左前方长柄刷子，放置在右侧置物架,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起左前方长柄刷子|放置在右侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2012,左手拿起右前方长柄刷子|右手替换左侧置物架内的长柄刷子|桌子高度100CM|桌子距离25CM,左手拿起右前方长柄刷子，右手替换左侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起右前方长柄刷子|右手替换左侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2013,右手拿起右前方长柄刷子|左手替换左侧置物架内的长柄刷子|桌子高度100CM|桌子距离25CM,右手拿起右前方长柄刷子，左手替换左侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起右前方长柄刷子|左手替换左侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2014,左手拿起左前方长柄刷子|右手替换右侧置物架内的长柄刷子|桌子高度100CM|桌子距离25CM,左手拿起左前方长柄刷子，右手替换右侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起左前方长柄刷子|右手替换右侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2015,右手拿起左前方长柄刷子|左手替换右侧置物架内的长柄刷子|桌子高度100CM|桌子距离25CM,右手拿起左前方长柄刷子，左手替换右侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起左前方长柄刷子|左手替换右侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2016,左手抓起右前方长柄刷子|放置在左侧置物架|桌子高度90CM|桌子距离15CM,左手抓起右前方长柄刷子，放置在左侧置物架,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|左手抓起右前方长柄刷子|放置在左侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2017,右手抓起右前方长柄刷子|放置在左侧置物架|桌子高度90CM|桌子距离15CM,右手抓起右前方长柄刷子，放置在左侧置物架,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起右前方长柄刷子|放置在左侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2018,左手抓起左前方长柄刷子|放置在右侧置物架|桌子高度90CM|桌子距离15CM,左手抓起左前方长柄刷子，放置在右侧置物架,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|左手抓起左前方长柄刷子|放置在右侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2019,右手抓起左前方长柄刷子|放置在右侧置物架|桌子高度90CM|桌子距离15CM,右手抓起左前方长柄刷子，放置在右侧置物架,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起左前方长柄刷子|放置在右侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2020,左手拿起右前方长柄刷子|右手替换左侧置物架内的长柄刷子|桌子高度90CM|桌子距离15CM,左手拿起右前方长柄刷子，右手替换左侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起右前方长柄刷子|右手替换左侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2021,右手拿起右前方长柄刷子|左手替换左侧置物架内的长柄刷子|桌子高度90CM|桌子距离15CM,右手拿起右前方长柄刷子，左手替换左侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起右前方长柄刷子|左手替换左侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2022,左手拿起左前方长柄刷子|右手替换右侧置物架内的长柄刷子|桌子高度90CM|桌子距离15CM,左手拿起左前方长柄刷子，右手替换右侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起左前方长柄刷子|右手替换右侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2023,右手拿起左前方长柄刷子|左手替换右侧置物架内的长柄刷子|桌子高度90CM|桌子距离15CM,右手拿起左前方长柄刷子，左手替换右侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起左前方长柄刷子|左手替换右侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2024,左手抓起右前方长柄刷子|放置在左侧置物架|桌子高度90CM|桌子距离25CM,左手抓起右前方长柄刷子，放置在左侧置物架,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|左手抓起右前方长柄刷子|放置在左侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2025,右手抓起右前方长柄刷子|放置在左侧置物架|桌子高度90CM|桌子距离25CM,右手抓起右前方长柄刷子，放置在左侧置物架,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起右前方长柄刷子|放置在左侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2026,左手抓起左前方长柄刷子|放置在右侧置物架|桌子高度90CM|桌子距离25CM,左手抓起左前方长柄刷子，放置在右侧置物架,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|左手抓起左前方长柄刷子|放置在右侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2027,右手抓起左前方长柄刷子|放置在右侧置物架|桌子高度90CM|桌子距离25CM,右手抓起左前方长柄刷子，放置在右侧置物架,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起左前方长柄刷子|放置在右侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2028,左手拿起右前方长柄刷子|右手替换左侧置物架内的长柄刷子|桌子高度90CM|桌子距离25CM,左手拿起右前方长柄刷子，右手替换左侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起右前方长柄刷子|右手替换左侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2029,右手拿起右前方长柄刷子|左手替换左侧置物架内的长柄刷子|桌子高度90CM|桌子距离25CM,右手拿起右前方长柄刷子，左手替换左侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起右前方长柄刷子|左手替换左侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2030,左手拿起左前方长柄刷子|右手替换右侧置物架内的长柄刷子|桌子高度90CM|桌子距离25CM,左手拿起左前方长柄刷子，右手替换右侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起左前方长柄刷子|右手替换右侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2031,右手拿起左前方长柄刷子|左手替换右侧置物架内的长柄刷子|桌子高度90CM|桌子距离25CM,右手拿起左前方长柄刷子，左手替换右侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起左前方长柄刷子|左手替换右侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
2032,左手抓起右前方“鸭子”|放置在左侧置物架上|桌子高度100CM|桌子距离15CM,左手抓起右前方“鸭子”，放置在左侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手抓起右前方“鸭子”|放置在左侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2033,右手抓起右前方“鸭子”|放置在左侧置物架上|桌子高度100CM|桌子距离15CM,右手抓起右前方“鸭子”，放置在左侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起右前方“鸭子”|放置在左侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2034,左手抓起左前方“鸭子”|放置在右侧置物架上|桌子高度100CM|桌子距离15CM,左手抓起左前方“鸭子”，放置在右侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手抓起左前方“鸭子”|放置在右侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2035,右手抓起左前方“鸭子”|放置在右侧置物架上|桌子高度100CM|桌子距离15CM,右手抓起左前方“鸭子”，放置在右侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起左前方“鸭子”|放置在右侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2036,左手拿起左侧“鸭子”|放置在中间置物架上|桌子高度100CM|桌子距离15CM,左手拿起左侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起左侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2037,右手拿起左侧“鸭子”|放置在中间置物架上|桌子高度100CM|桌子距离15CM,右手拿起左侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起左侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2038,左手拿起右侧“鸭子”|放置在中间置物架上|桌子高度100CM|桌子距离15CM,左手拿起右侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起右侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2039,右手拿起右侧“鸭子”|放置在中间置物架上|桌子高度100CM|桌子距离15CM,右手拿起右侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起右侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2040,左手抓起右前方“鸭子”|放置在左侧置物架上|桌子高度100CM|桌子距离25CM,左手抓起右前方“鸭子”，放置在左侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手抓起右前方“鸭子”|放置在左侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2041,右手抓起右前方“鸭子”|放置在左侧置物架上|桌子高度100CM|桌子距离25CM,右手抓起右前方“鸭子”，放置在左侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起右前方“鸭子”|放置在左侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2042,左手抓起左前方“鸭子”|放置在右侧置物架上|桌子高度100CM|桌子距离25CM,左手抓起左前方“鸭子”，放置在右侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手抓起左前方“鸭子”|放置在右侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2043,右手抓起左前方“鸭子”|放置在右侧置物架上|桌子高度100CM|桌子距离25CM,右手抓起左前方“鸭子”，放置在右侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起左前方“鸭子”|放置在右侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2044,左手拿起左侧“鸭子”|放置在中间置物架上|桌子高度100CM|桌子距离25CM,左手拿起左侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起左侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2045,右手拿起左侧“鸭子”|放置在中间置物架上|桌子高度100CM|桌子距离25CM,右手拿起左侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起左侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2046,左手拿起右侧“鸭子”|放置在中间置物架上|桌子高度100CM|桌子距离25CM,左手拿起右侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起右侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2047,右手拿起右侧“鸭子”|放置在中间置物架上|桌子高度100CM|桌子距离25CM,右手拿起右侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起右侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2048,左手抓起右前方“鸭子”|放置在左侧置物架上|桌子高度90CM|桌子距离15CM,左手抓起右前方“鸭子”，放置在左侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手抓起右前方“鸭子”|放置在左侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2049,右手抓起右前方“鸭子”|放置在左侧置物架上|桌子高度90CM|桌子距离15CM,右手抓起右前方“鸭子”，放置在左侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起右前方“鸭子”|放置在左侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2050,左手抓起左前方“鸭子”|放置在右侧置物架上|桌子高度90CM|桌子距离15CM,左手抓起左前方“鸭子”，放置在右侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手抓起左前方“鸭子”|放置在右侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2051,右手抓起左前方“鸭子”|放置在右侧置物架上|桌子高度90CM|桌子距离15CM,右手抓起左前方“鸭子”，放置在右侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起左前方“鸭子”|放置在右侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
